pcode,county,year_month,rfq_mean,rfq_min,price_beans,price_maize,conflict_events,conflict_fatalities,mpi,vulnerability_tier,total_population
KE030,Baringo,2022-10,73.23217066666668,30.915714,,,1,1,0.2159,Medium,666750
KE030,Baringo,2022-11,147.04478716666668,60.575573,,,1,2,0.2159,Medium,666750
KE030,Baringo,2022-12,93.56850166666668,82.18942,,,3,3,0.2159,Medium,666750
KE030,Baringo,2023-01,51.895214,37.185814,,,4,4,0.2159,Medium,666750
KE030,Baringo,2023-02,42.42653983333333,33.857033,,,3,0,0.2159,Medium,666750
KE030,Baringo,2023-03,141.59854433333334,45.626526,,,5,3,0.2159,Medium,666750
KE030,Baringo,2023-04,108.07413100000001,30.384974,,,6,2,0.2159,Medium,666750
KE030,Baringo,2023-05,79.17969716666666,58.59052,,,1,0,0.2159,Medium,666750
KE030,Baringo,2023-06,93.83424166666667,65.16147,,,0,0,0.2159,Medium,666750
KE030,Baringo,2023-07,65.8096205,46.281227,,,4,3,0.2159,Medium,666750
KE030,Baringo,2023-08,63.138460333333335,33.138386,,,4,2,0.2159,Medium,666750
KE030,Baringo,2023-09,148.544905,118.09026,,,7,8,0.2159,Medium,666750
KE030,Baringo,2023-10,126.50676583333335,81.63373,,,9,3,0.2159,Medium,666750
KE030,Baringo,2023-11,130.82771933333333,87.690346,,,8,5,0.2159,Medium,666750
KE030,Baringo,2023-12,52.614279833333335,48.596222,155.33333333333334,82.5,0,0,0.2159,Medium,666750
KE030,Baringo,2024-01,177.868015,79.73092,,,2,2,0.2159,Medium,666750
KE030,Baringo,2024-02,134.72843766666668,51.417732,,,7,5,0.2159,Medium,666750
KE030,Baringo,2024-03,76.09281066666667,34.817,177.2,82.66666666666667,10,4,0.2159,Medium,666750
KE030,Baringo,2024-04,163.62196916666667,114.23257,,,1,1,0.2159,Medium,666750
KE030,Baringo,2024-05,164.98206616666667,51.728607,,,3,2,0.2159,Medium,666750
KE030,Baringo,2024-06,62.64529566666667,53.02366,,,3,6,0.2159,Medium,666750
KE030,Baringo,2024-07,130.1570225,82.95592,,,2,2,0.2159,Medium,666750
KE030,Baringo,2024-08,125.7707835,73.61615,,,0,0,0.2159,Medium,666750
KE030,Baringo,2024-09,77.12211533333333,67.50795,,,2,0,0.2159,Medium,666750
KE030,Baringo,2024-10,97.411969,56.013454,,,3,1,0.2159,Medium,666750
KE030,Baringo,2024-11,170.28871116666667,63.083477,,,1,0,0.2159,Medium,666750
KE030,Baringo,2024-12,49.018971,40.089596,,,1,0,0.2159,Medium,666750
KE030,Baringo,2025-01,102.33493733333334,60.66797,,,3,3,0.2159,Medium,666750
KE030,Baringo,2025-02,47.99451,42.07544,,,0,0,0.2159,Medium,666750
KE030,Baringo,2025-03,166.59995833333332,124.97633,145.0,53.0,6,2,0.2159,Medium,666750
KE030,Baringo,2025-04,113.70793783333335,40.202637,,,3,5,0.2159,Medium,666750
KE030,Baringo,2025-05,124.03132000000001,65.75766,,,3,4,0.2159,Medium,666750
KE030,Baringo,2025-06,100.45683333333334,86.57355,,,0,0,0.2159,Medium,666750
KE030,Baringo,2025-07,129.41713333333334,73.65488,,,2,0,0.2159,Medium,666750
KE030,Baringo,2025-08,117.01343416666667,76.055374,,,2,1,0.2159,Medium,666750
KE030,Baringo,2025-09,176.34244833333332,149.23834,,,1,1,0.2159,Medium,666750
KE030,Baringo,2025-10,179.36668566666665,82.787964,,,1,1,0.2159,Medium,666750
KE030,Baringo,2025-11,59.203120000000006,39.13549,,,0,0,0.2159,Medium,666750
KE030,Baringo,2025-12,107.941299,48.64741,,,1,1,0.2159,Medium,666750
KE036,Bomet,2006-01,67.58122666666667,35.567608,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-02,86.31531183333334,29.573006,,,0,0,0.0957,Low,875666
